"File","RuleName","Severity","Message","Line"
"Validate-LicenseSignature.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Test-BasicSignature' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","169"
"Validate-LicenseSignature.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Test-StrictSignature' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","198"
"Validate-LicenseSignature.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Test-StrictSignature' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","206"
"Validate-LicenseSignature.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Test-StrictSignature' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","215"
"Validate-LicenseSignature.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Test-StrictSignature' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","219"
"Validate-LicenseSignature.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Test-StrictSignature' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","223"
"Validate-LicenseSignature.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Test-LicenseIntegrity' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","246"
"Validate-LicenseSignature.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Test-LicenseIntegrity' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","254"
"Validate-LicenseSignature.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Test-LicenseIntegrity' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","260"
"Validate-LicenseSignature.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Test-LicenseIntegrity' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","268"
"Validate-LicenseSignature.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Test-LicenseIntegrity' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","280"
"Validate-LicenseSignature.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Test-LicenseIntegrity' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","284"
"Validate-LicenseSignature.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Test-LicenseIntegrity' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","287"
"Validate-LicenseSignature.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Test-LicenseIntegrity' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","291"
"Get-AvailableFeatures.ps1","PSUseBOMForUnicodeEncodedFile","Warning","Missing BOM encoding for non-ASCII encoded file 'Get-AvailableFeatures.ps1'",
"Get-AvailableFeatures.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Clear-License' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","210"
"Get-AvailableFeatures.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Clear-License' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","213"
"Get-AvailableFeatures.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Get-FeatureTier' returns an object of type 'System.String' but this type is not declared in the OutputType attribute.","253"
"Get-AvailableFeatures.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Get-FeatureTier' returns an object of type 'System.String' but this type is not declared in the OutputType attribute.","270"
"Get-AvailableFeatures.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Get-FeatureTier' returns an object of type 'System.String' but this type is not declared in the OutputType attribute.","274"
"New-License.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'New-License' returns an object of type 'System.String' but this type is not declared in the OutputType attribute.","111"
"Register-LicenseHook.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Register-LicenseHook' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","82"
"Register-LicenseHook.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Test-ModuleLicenseHook' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","117"
"Register-LicenseHook.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Test-ModuleLicenseHook' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","197"
"Register-LicenseHook.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Test-ModuleLicenseHook' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","210"
"Register-LicenseHook.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Get-RegisteredLicenseHooks' returns an object of type 'System.Object[]' but this type is not declared in the OutputType attribute.","239"
"Register-LicenseHook.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Unregister-LicenseHook' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","292"
"Register-LicenseHook.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Unregister-LicenseHook' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","295"
"Register-LicenseHook.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Test-AllRegisteredModules' returns an object of type 'System.Object[]' but this type is not declared in the OutputType attribute.","314"
"Set-License.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Set-License' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","66"
"Set-License.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Set-License' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","207"
"Set-License.ps1","PSUseOutputTypeCorrectly","Information","The cmdlet 'Set-License' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","231"
